year,breakdown_id,run_type,bus_no,route,reason,occurred_on_yr,occurred_on_month,occurred_on_day,occurred_on_time,created_on,boro,company,delay_est,passengers,schools_notified,parents_notified,opt_notified,opt_notified_on,updated_on,breakdown,school_age
2018,1473381,Special Ed AM Run,85013,M076,Heavy Traffic,2018,10,18,7:30:00,20181018,Manhattan,"CONSOLIDATED BUS TRANSIT, INC.",16-30 Min,1,Yes,Yes,No,2018-10-18T07:43:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473382,Special Ed AM Run,1250,M196,Heavy Traffic,2018,10,18,7:42:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-18T07:44:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473383,Special Ed AM Run,1812,L015,Heavy Traffic,2018,10,18,7:43:00,20181018,Brooklyn,B & F SKILLED INC.(B2192),0-15 Min,3,Yes,Yes,No,2018-10-18T07:44:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1456309,General Ed AM Run,16148,Q2642,Won`t Start,2018,9,4,7:15:00,20180904,Queens,QUALITY TRANSPORTATION CORP.,,0,Yes,No,No,2018-09-04T07:16:00.000,2018-09-04T07:20:03.000,TRUE,School-Age
2018,1461704,Special Ed AM Run,2676,L778,Heavy Traffic,2018,9,20,8:12:00,20180920,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,2,Yes,Yes,Yes,2018-09-20T08:13:00.000,2019-04-26T11:49:11.000,FALSE,School-Age
2018,1473385,Special Ed AM Run,2442,L742,Heavy Traffic,2018,10,18,7:43:00,20181018,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,2,Yes,Yes,Yes,2018-10-18T07:44:00.000,2019-04-26T11:49:11.000,FALSE,School-Age
2018,1473386,Pre-K/EI,2625,AMAC 6,Heavy Traffic,2018,10,18,7:44:00,20181018,Bronx,SELBY TRANSPORTATION,61-90 Min,4,Yes,Yes,No,2018-10-18T07:44:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1473387,Special Ed AM Run,1809,M505,Heavy Traffic,2018,10,18,7:44:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-18T07:44:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473388,Special Ed AM Run,2119,X023,Heavy Traffic,2018,10,18,7:43:00,20181018,Bronx,PIONEER TRANSPORTATION CORP,0-15 Min,0,Yes,No,No,2018-10-18T07:45:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473389,Special Ed AM Run,31332,X432,Heavy Traffic,2018,10,18,7:40:00,20181018,Bronx,"CONSOLIDATED BUS TRANSIT, INC.",31-45 Min,5,Yes,Yes,No,2018-10-18T07:45:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473390,Special Ed AM Run,1627,M282,Heavy Traffic,2018,10,18,7:44:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-18T07:45:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473391,Special Ed AM Run,528,M322,Heavy Traffic,2018,10,18,7:34:00,20181018,Manhattan,HOYT TRANSPORTATION CORP.,0-15 Min,5,Yes,Yes,No,2018-10-18T07:46:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473392,Special Ed AM Run,1841,L071,Heavy Traffic,2018,10,18,7:45:00,20181018,Brooklyn,B & F SKILLED INC.(B2192),0-15 Min,3,Yes,Yes,No,2018-10-18T07:46:00.000,2018-10-18T07:46:33.000,FALSE,School-Age
2018,1473393,Special Ed AM Run,1440,M273,Heavy Traffic,2018,10,18,7:45:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-18T07:46:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1462541,Special Ed PM Run,1240,Q199,Other,2018,9,21,14:30:00,20180921,Queens,HOYT TRANSPORTATION CORP.,16-30 Min,7,Yes,Yes,No,2018-09-21T15:07:00.000,2018-09-21T16:05:24.000,FALSE,School-Age
2018,1473395,Special Ed AM Run,10493,X069,Heavy Traffic,2018,10,18,7:40:00,20181018,Bronx,"CONSOLIDATED BUS TRANSIT, INC.",16-30 Min,2,Yes,Yes,No,2018-10-18T07:47:00.000,2018-10-18T07:47:21.000,FALSE,School-Age
2018,1473398,Special Ed AM Run,1253,M150,Heavy Traffic,2018,10,18,7:47:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-18T07:47:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473399,Special Ed AM Run,1729,M858,Problem Run,2018,10,18,7:47:00,20181018,Manhattan,PHILLIP BUS CORP (B2192),46-60 Min,4,Yes,No,No,2018-10-18T07:48:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473400,Special Ed AM Run,21249,M784,Problem Run,2018,10,18,7:35:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,1,Yes,Yes,No,2018-10-18T07:49:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473401,Special Ed AM Run,1429,M507,Heavy Traffic,2018,10,18,7:49:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-18T07:50:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1459797,Special Ed AM Run,21249,M784,Heavy Traffic,2018,9,14,7:25:00,20180914,Manhattan,LEESEL TRANSPORTATION CORP (B2192),16-30 Min,0,Yes,Yes,No,2018-09-14T07:59:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1461876,Special Ed PM Run,436,Q691,Heavy Traffic,2018,9,20,14:43:00,20180920,Queens,LITTLE RICHIE BUS SERVICE,16-30 Min,0,Yes,Yes,No,2018-09-20T14:44:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1462851,Special Ed AM Run,10492,M033,Heavy Traffic,2018,9,24,7:30:00,20180924,Manhattan,"BORO TRANSIT, INC.",31-45 Min,0,Yes,Yes,No,2018-09-24T07:40:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1469710,Special Ed PM Run,1318,M326,Heavy Traffic,2018,10,10,13:28:00,20181010,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2018-10-10T13:28:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473403,Special Ed AM Run,GT1409,Y886,Heavy Traffic,2018,10,18,7:49:00,20181018,Bronx,"DON THOMAS BUSES, INC. (B2321)",46-60 Min,2,Yes,Yes,Yes,2018-10-18T07:50:00.000,2019-04-26T11:49:12.000,FALSE,School-Age
2018,1473404,Special Ed AM Run,52058,M203,Other,2018,10,18,7:40:00,20181018,Manhattan,"CONSOLIDATED BUS TRANSIT, INC.",16-30 Min,6,Yes,Yes,No,2018-10-18T07:51:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1467966,Special Ed PM Run,1420,M765,Heavy Traffic,2018,10,4,13:58:00,20181004,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-04T13:59:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473405,General Ed AM Run,22471,M8056,Heavy Traffic,2018,10,18,7:45:00,20181018,Manhattan,SNT BUS INC,16-30 Min,0,Yes,No,No,2018-10-18T07:51:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473407,Special Ed AM Run,13010,X819,Heavy Traffic,2018,10,18,7:40:00,20181018,Bronx,HOYT TRANSPORTATION CORP.,0-15 Min,3,Yes,Yes,No,2018-10-18T07:51:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473408,Special Ed AM Run,1625D,N077,Flat Tire,2018,10,18,6:46:00,20181018,Nassau County,LOGAN BUS COMPANY INC.,46-60 Min,0,Yes,Yes,No,2018-10-18T07:51:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473409,Special Ed AM Run,10434,X476,Heavy Traffic,2018,10,18,7:45:00,20181018,Bronx,HOYT TRANSPORTATION CORP.,0-15 Min,3,Yes,Yes,No,2018-10-18T07:52:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473411,Special Ed AM Run,30,M450,Heavy Traffic,2018,10,18,7:35:00,20181018,Manhattan,CAREFUL BUS,16-30 Min,5,Yes,Yes,No,2018-10-18T07:52:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473412,Special Ed AM Run,30,M450,Heavy Traffic,2018,10,18,7:35:00,20181018,Manhattan,CAREFUL BUS,16-30 Min,5,Yes,Yes,No,2018-10-18T07:52:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1456683,Special Ed AM Run,5713D,X890,Won`t Start,2018,9,5,7:46:00,20180905,Bronx,LITTLE RICHIE BUS SERVICE,,0,Yes,Yes,No,2018-09-05T07:47:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1466013,Special Ed AM Run,225,W903,Heavy Traffic,2018,10,1,7:09:00,20181001,Westchester,VAN TRANS LLC (B2192),0-15 Min,0,Yes,Yes,Yes,2018-10-01T07:11:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1460212,Special Ed AM Run,1907,L377,Heavy Traffic,2018,9,17,7:14:00,20180917,Brooklyn,HOYT TRANSPORTATION CORP.,16-30 Min,3,Yes,Yes,No,2018-09-17T07:17:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1465704,Special Ed PM Run,554,L953,Other,2018,9,28,13:54:00,20180928,Brooklyn,HAPPY CHILD TRANS LLC (B2192),16-30 Min,0,Yes,Yes,No,2018-09-28T13:55:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1468616,Special Ed AM Run,1351,K497,Other,2018,10,9,5:55:00,20181009,Brooklyn,Y & M TRANSIT CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-09T06:11:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473413,Special Ed AM Run,1903,N051,Heavy Traffic,2018,10,18,7:45:00,20181018,Nassau County,HOYT TRANSPORTATION CORP.,16-30 Min,2,Yes,Yes,No,2018-10-18T07:53:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1460073,Special Ed AM Run,1137,X185,Heavy Traffic,2018,9,17,6:24:00,20180917,Bronx,PIONEER TRANSPORTATION CORP,0-15 Min,0,Yes,No,No,2018-09-17T06:25:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1469693,Special Ed AM Run,131,K904,Problem Run,2018,10,10,7:30:00,20181010,Brooklyn,Y & M TRANSIT CORP (B2192),61-90 Min,6,Yes,Yes,No,2018-10-10T08:44:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473414,General Ed AM Run,6150,K8450,Won`t Start,2018,10,18,7:30:00,20181018,Brooklyn,QUALITY TRANSPORTATION CORP.,31-45 Min,0,No,No,No,2018-10-18T07:53:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473415,Special Ed AM Run,4114,K268,Mechanical Problem,2018,10,18,7:52:00,20181018,Brooklyn,L & M BUS CORP. (B2192),46-60 Min,0,Yes,Yes,No,2018-10-18T07:53:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473416,Special Ed AM Run,543,L322,Heavy Traffic,2018,10,18,7:42:00,20181018,Queens,HOYT TRANSPORTATION CORP.,0-15 Min,5,No,No,No,2018-10-18T07:53:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473417,Special Ed AM Run,5642,Q106,Heavy Traffic,2018,10,18,7:52:00,20181018,Queens,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,11,Yes,Yes,Yes,2018-10-18T07:54:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1459741,Special Ed AM Run,74609,X084,Other,2018,9,14,7:45:00,20180914,Bronx,VAN TRANS LLC (B2192),31-45 Min,13,Yes,Yes,Yes,2018-09-14T07:47:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473418,Special Ed AM Run,1226,M475,Heavy Traffic,2018,10,18,7:48:00,20181018,Manhattan,HOYT TRANSPORTATION CORP.,16-30 Min,6,Yes,Yes,No,2018-10-18T07:54:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473419,General Ed AM Run,381,K1613,Mechanical Problem,2018,10,18,5:45:00,20181018,Brooklyn,LOGAN BUS COMPANY INC.,31-45 Min,0,Yes,Yes,No,2018-10-18T07:54:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473420,Special Ed AM Run,1382,M611,Heavy Traffic,2018,10,18,7:53:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2018-10-18T07:54:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473421,Special Ed AM Run,1234,Q960,Heavy Traffic,2018,10,18,7:45:00,20181018,Queens,HOYT TRANSPORTATION CORP.,0-15 Min,4,Yes,Yes,No,2018-10-18T07:55:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473422,Special Ed AM Run,1816,M628,Heavy Traffic,2018,10,18,7:54:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-18T07:55:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473423,Special Ed AM Run,2561,L512,Heavy Traffic,2018,10,18,7:54:00,20181018,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,5,Yes,Yes,Yes,2018-10-18T07:55:00.000,2019-04-26T11:49:11.000,FALSE,School-Age
2018,1460214,Pre-K/EI,2530,MN3,Heavy Traffic,2018,9,17,7:15:00,20180917,Bronx,"DON THOMAS BUSES, INC.",0-15 Min,4,Yes,Yes,No,2018-09-17T07:18:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1473424,Special Ed AM Run,5455D,Q517,Mechanical Problem,2018,10,18,6:25:00,20181018,Queens,LITTLE RICHIE BUS SERVICE,31-45 Min,0,Yes,Yes,No,2018-10-18T07:56:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473425,Special Ed AM Run,13189,Q923,Heavy Traffic,2018,10,18,7:40:00,20181018,Queens,HOYT TRANSPORTATION CORP.,31-45 Min,4,Yes,Yes,No,2018-10-18T07:57:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473426,Special Ed AM Run,58168,N713,Heavy Traffic,2018,10,18,7:50:00,20181018,Nassau County,"BORO TRANSIT, INC.",16-30 Min,0,Yes,Yes,No,2018-10-18T07:57:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473430,Special Ed AM Run,2827,L521,Heavy Traffic,2018,10,18,7:56:00,20181018,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,7,Yes,Yes,Yes,2018-10-18T07:58:00.000,2019-04-26T11:49:11.000,FALSE,School-Age
2018,1473433,Special Ed AM Run,1107,L332,Heavy Traffic,2018,10,18,7:58:00,20181018,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,5,Yes,Yes,Yes,2018-10-18T08:00:00.000,2019-04-26T11:49:11.000,FALSE,School-Age
2018,1473435,Special Ed AM Run,519D,P504,Other,2018,10,18,7:40:00,20181018,Queens,LOGAN BUS COMPANY INC.,31-45 Min,5,Yes,Yes,No,2018-10-18T08:01:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473437,General Ed AM Run,357,R1163,Heavy Traffic,2018,10,18,8:00:00,20181018,Staten Island,PIONEER TRANSPORTATION CORP,16-30 Min,0,Yes,No,No,2018-10-18T08:01:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473438,Special Ed AM Run,1120,M525,Heavy Traffic,2018,10,18,8:00:00,20181018,Manhattan,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,6,Yes,Yes,Yes,2018-10-18T08:01:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473439,General Ed AM Run,25574,M1223,Mechanical Problem,2018,10,18,7:45:00,20181018,Manhattan,SNT BUS INC,46-60 Min,0,Yes,No,No,2018-10-18T08:02:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1459768,Special Ed AM Run,1043D,Q756,Heavy Traffic,2018,9,14,7:00:00,20180914,Queens,LITTLE RICHIE BUS SERVICE,61-90 Min,0,Yes,No,No,2018-09-14T07:53:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473441,Special Ed AM Run,6031,X389,Heavy Traffic,2018,10,18,8:00:00,20181018,Bronx,PIONEER TRANSPORTATION CORP,0-15 Min,11,Yes,No,No,2018-10-18T08:02:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473442,General Ed AM Run,8012,R1287,Heavy Traffic,2018,10,18,8:01:00,20181018,Staten Island,PIONEER TRANSPORTATION CORP,16-30 Min,0,Yes,No,No,2018-10-18T08:02:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473443,Special Ed AM Run,31313,X407,Other,2018,10,18,7:50:00,20181018,Bronx,"CONSOLIDATED BUS TRANSIT, INC.",16-30 Min,4,Yes,Yes,No,2018-10-18T08:02:00.000,2018-10-18T08:02:57.000,FALSE,School-Age
2018,1473444,Special Ed AM Run,1451D,X458,Problem Run,2018,10,18,8:00:00,20181018,Bronx,LITTLE LISA BUS CO. INC.,16-30 Min,8,Yes,No,No,2018-10-18T08:02:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1456310,Special Ed AM Run,538,P696,Flat Tire,2018,9,4,7:10:00,20180904,Queens,HOYT TRANSPORTATION CORP.,,2,No,Yes,No,2018-09-04T07:16:00.000,2018-09-04T07:33:58.000,TRUE,School-Age
2018,1458735,Special Ed PM Run,1527,K246,Other,2018,9,12,14:12:00,20180912,Brooklyn,"NEW DAWN TRANSIT, LLC (B2321)",31-45 Min,0,Yes,No,No,2018-09-12T14:13:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473446,General Ed AM Run,480,R1280,Heavy Traffic,2018,10,18,8:02:00,20181018,Staten Island,PIONEER TRANSPORTATION CORP,16-30 Min,0,Yes,No,No,2018-10-18T08:03:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473447,General Ed AM Run,2120,X2020,Heavy Traffic,2018,10,18,7:19:00,20181018,Bronx,PIONEER TRANSPORTATION CORP,0-15 Min,21,Yes,No,No,2018-10-18T08:03:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473449,Special Ed AM Run,48177,Q830,Heavy Traffic,2018,10,18,7:53:00,20181018,Queens,"BORO TRANSIT, INC.",16-30 Min,0,Yes,Yes,No,2018-10-18T08:04:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473450,Special Ed AM Run,7702,J709,Heavy Traffic,2018,10,18,8:03:00,20181018,New Jersey,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,4,Yes,Yes,Yes,2018-10-18T08:04:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473452,Special Ed AM Run,73,W982,Heavy Traffic,2018,10,18,7:55:00,20181018,Westchester,MAR-CAN TRANSPORT CO. INC (B2192),16-30 Min,4,No,No,No,2018-10-18T08:04:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473453,General Ed AM Run,792,X2346,Heavy Traffic,2018,10,18,7:27:00,20181018,Bronx,PIONEER TRANSPORTATION CORP,16-30 Min,5,Yes,No,No,2018-10-18T08:04:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473456,Special Ed AM Run,20,K594,Heavy Traffic,2018,10,18,8:03:00,20181018,Brooklyn,CAREFUL BUS,16-30 Min,11,Yes,Yes,No,2018-10-18T08:06:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473457,Special Ed AM Run,2909,L645,Heavy Traffic,2018,10,18,8:04:00,20181018,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,5,Yes,Yes,Yes,2018-10-18T08:06:00.000,2019-04-26T11:49:11.000,FALSE,School-Age
2018,1473458,Special Ed AM Run,1326,M636,Heavy Traffic,2018,10,18,8:06:00,20181018,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-10-18T08:06:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473461,Special Ed AM Run,5516,Q129,Heavy Traffic,2018,10,18,8:06:00,20181018,Queens,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,8,Yes,Yes,Yes,2018-10-18T08:07:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1458785,Special Ed AM Run,866D,Q396,Other,2018,9,12,14:55:00,20180912,Queens,"LORINDA ENTERPRISES, LTD.",31-45 Min,0,Yes,Yes,No,2018-09-12T15:01:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1462040,Special Ed AM Run,2856,M659,Heavy Traffic,2018,9,21,6:45:00,20180921,Manhattan,LEESEL TRANSPORTATION CORP (B2192),31-45 Min,0,Yes,Yes,No,2018-09-21T06:46:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1459773,Special Ed AM Run,39,Q928,Won`t Start,2018,9,14,7:52:00,20180914,Queens,LITTLE RICHIE BUS SERVICE,,0,Yes,Yes,No,2018-09-14T07:54:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1473462,Special Ed AM Run,4454D,Q662,Mechanical Problem,2018,10,18,6:45:00,20181018,Queens,LITTLE RICHIE BUS SERVICE,31-45 Min,0,No,Yes,No,2018-10-18T08:08:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473464,Special Ed AM Run,6952,L621,Heavy Traffic,2018,10,18,8:07:00,20181018,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,1,Yes,Yes,Yes,2018-10-18T08:08:00.000,2019-04-26T11:49:11.000,FALSE,School-Age
2018,1473466,Special Ed AM Run,201,W600,Heavy Traffic,2018,10,18,8:07:00,20181018,Westchester,MAR-CAN TRANSPORT CO. INC (B2192),16-30 Min,3,Yes,No,No,2018-10-18T08:08:00.000,2018-10-18T08:10:39.000,FALSE,School-Age
2018,1473467,General Ed AM Run,271,X8564,Heavy Traffic,2018,10,18,7:46:00,20181018,Bronx,LOGAN TRANSPORTATION SYSTEMS,31-45 Min,0,Yes,Yes,No,2018-10-18T08:09:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473468,Special Ed AM Run,3625,L635,Heavy Traffic,2018,10,18,8:08:00,20181018,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,10,Yes,Yes,Yes,2018-10-18T08:09:00.000,2019-04-26T11:49:11.000,FALSE,School-Age
2018,1473470,Special Ed AM Run,5565D,Q729,Mechanical Problem,2018,10,18,7:00:00,20181018,Queens,LITTLE RICHIE BUS SERVICE,31-45 Min,0,Yes,Yes,No,2018-10-18T08:09:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1466434,Special Ed AM Run,661,M535,Heavy Traffic,2018,10,2,6:21:00,20181002,Manhattan,LEESEL TRANSPORTATION CORP (B2192),46-60 Min,0,Yes,Yes,No,2018-10-02T06:22:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473471,Special Ed AM Run,1321,M266,Heavy Traffic,2018,10,18,8:09:00,20181018,Manhattan,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,9,Yes,Yes,Yes,2018-10-18T08:10:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473474,Special Ed AM Run,1155,M885,Heavy Traffic,2018,10,18,8:10:00,20181018,Manhattan,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,6,Yes,Yes,Yes,2018-10-18T08:11:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473475,Special Ed AM Run,8856D,Q782,Mechanical Problem,2018,10,18,7:00:00,20181018,Queens,LITTLE RICHIE BUS SERVICE,31-45 Min,0,Yes,Yes,No,2018-10-18T08:12:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1457888,Special Ed AM Run,11486,Q104,Heavy Traffic,2018,9,7,8:00:00,20180907,Queens,PRIDE TRANSPORTATION (SCH AGE),31-45 Min,12,Yes,Yes,No,2018-09-07T08:14:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1459113,Pre-K/EI,1274,GRAM11,Heavy Traffic,2018,9,13,7:31:00,20180913,Bronx,SELBY TRANSPORTATION,61-90 Min,1,Yes,Yes,No,2018-09-13T07:35:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1460218,Pre-K/EI,1276,GRAM 6,Heavy Traffic,2018,9,17,7:17:00,20180917,Bronx,SELBY TRANSPORTATION,61-90 Min,1,Yes,Yes,No,2018-09-17T07:20:00.000,1900-01-01T00:00:00.000,FALSE,Pre-K
2018,1473476,Special Ed AM Run,2737,M279,Heavy Traffic,2018,10,18,8:11:00,20181018,Manhattan,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,6,Yes,Yes,Yes,2018-10-18T08:12:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473477,Special Ed AM Run,737,R603,Problem Run,2018,10,18,8:05:00,20181018,Staten Island,Y & M TRANSIT CORP (B2321),16-30 Min,5,Yes,Yes,No,2018-10-18T08:12:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473479,Special Ed AM Run,1707,L711,Heavy Traffic,2018,10,18,8:12:00,20181018,Brooklyn,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,3,Yes,Yes,Yes,2018-10-18T08:13:00.000,2019-04-26T11:49:11.000,FALSE,School-Age
2018,1473480,General Ed AM Run,1598,Q2513,Mechanical Problem,2018,10,18,7:50:00,20181018,Queens,LORISSA BUS SERVICE INC.,,0,Yes,No,No,2018-10-18T08:13:00.000,1900-01-01T00:00:00.000,TRUE,School-Age
2018,1460222,Special Ed AM Run,568,L041,Other,2018,9,17,7:20:00,20180917,Brooklyn,HAPPY CHILD TRANS LLC (B2192),31-45 Min,0,Yes,Yes,No,2018-09-17T07:22:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1460235,Special Ed AM Run,30,M450,Heavy Traffic,2018,9,17,7:23:00,20180917,Manhattan,CAREFUL BUS,16-30 Min,6,Yes,Yes,No,2018-09-17T07:25:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1468262,Special Ed PM Run,5517D,X683,Heavy Traffic,2018,10,5,7:05:00,20181005,Bronx,LITTLE RICHIE BUS SERVICE,46-60 Min,0,Yes,No,No,2018-10-05T07:11:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473481,General Ed AM Run,2361,X2346,Heavy Traffic,2018,10,18,8:04:00,20181018,Bronx,PIONEER TRANSPORTATION CORP,0-15 Min,0,Yes,No,No,2018-10-18T08:14:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473482,Special Ed AM Run,5629,Q031,Heavy Traffic,2018,10,18,8:13:00,20181018,Queens,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,12,Yes,Yes,Yes,2018-10-18T08:14:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
2018,1473483,Special Ed AM Run,5470,M270,Heavy Traffic,2018,10,18,8:14:00,20181018,Manhattan,"RELIANT TRANSPORTATION, INC (B2321)",31-45 Min,2,Yes,Yes,Yes,2018-10-18T08:15:00.000,1900-01-01T00:00:00.000,FALSE,School-Age
